"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7"
"Arg_C0.N4",111.20658307,111.76539572,112.04692967,111.20090984,55.60896477,6.88019094,0.421681
"Arg_C1.N0",97.66776938,45.28582278,18.69201752,98.74182598,47.75982809,12.72319017,1.62065767
"Arg_C1.N1",97.66776425,45.2858204,18.69201653,98.74182079,47.75982558,12.7231895,1.62065759
"Arg_C1.N2",97.66879126,45.2862966,18.69221309,98.74285909,47.76032779,12.72332329,1.62067463
"Arg_C1.N3",97.56609011,45.23867694,18.67255776,98.63902854,47.71010663,12.7099444,1.61897045
"Arg_C1.N4",102.70114748,47.61965993,19.65532396,103.83055635,50.22116487,13.37888884,1.70417942
"Arg_C2.N0",98.02127866,22.70081646,4.90993382,45.06041464,101.97150335,11.82511032,1.37282049
"Arg_C2.N1",98.02127351,22.70081527,4.90993356,45.06041227,101.97149799,11.8251097,1.37282042
"Arg_C2.N2",98.02230424,22.70105397,4.90998519,45.0608861,101.97257025,11.82523404,1.37283486
"Arg_C2.N3",97.91923136,22.67718325,4.90482222,45.01350346,101.86534358,11.81279952,1.37139129
"Arg_C2.N4",103.07287512,23.87071922,5.16297076,47.38263522,107.22667745,12.43452581,1.44356978
"Arg_C3.N0",98.00965435,25.12688063,6.38600484,49.23445144,97.78003009,25.52884398,6.51962804
"Arg_C3.N1",98.0096492,25.12687931,6.3860045,49.23444885,97.78002495,25.52884264,6.5196277
"Arg_C3.N2",98.01067981,25.12714353,6.38607165,49.23496657,97.78105314,25.52911108,6.51969625
"Arg_C3.N3",97.90761916,25.10072172,6.37935654,49.18319479,97.67823395,25.50226659,6.51284063
"Arg_C3.N4",103.06065174,26.42181233,6.71511215,51.77178399,102.81919363,26.84449115,6.85562172
"Arg_C4.N0",98.01365125,11.22856521,1.14623203,46.27356779,100.74690909,23.18054099,5.21402658
"Arg_C4.N1",98.01364609,11.22856462,1.14623197,46.27356535,100.74690379,23.18053978,5.2140263
"Arg_C4.N2",98.01467674,11.22868269,1.14624403,46.27405194,100.74796318,23.18078353,5.21408113
"Arg_C4.N3",97.91161189,11.21687545,1.14503872,46.22539363,100.64202421,23.15640836,5.20859839
"Arg_C4.N4",103.06485462,11.80723732,1.20530392,48.65830908,105.93897285,24.3751667,5.48273515
"Arg_C5.N0",97.79282114,12.69393658,1.62187556,101.87475299,44.81447872,47.5374188,20.87741603
"Arg_C5.N1",97.792816,12.69393591,1.62187548,101.87474764,44.81447636,47.5374163,20.87741493
"Arg_C5.N2",97.79384432,12.69406939,1.62189253,101.87581889,44.8149476,47.53791617,20.87763446
"Arg_C5.N3",97.69101168,12.68072127,1.62018707,101.76869394,44.76782358,47.48792888,20.85568112
"Arg_C5.N4",102.83264387,13.34812765,1.70546008,107.12494099,47.12402482,49.98729356,21.95334854
"Arg_C6.N0",105.1535713,6.05661668,0.31445792,104.97375219,52.75660476,109.17573009,111.25428499
"Arg_C6.N1",105.15356577,6.05661637,0.3144579,104.97374667,52.75660198,109.17572435,111.25427914
"Arg_C6.N2",105.15467149,6.05668005,0.31446121,104.9748505,52.75715674,109.17687237,111.25544902
"Arg_C6.N3",105.04409876,6.05031131,0.31413055,104.86446685,52.70168129,109.0620702,111.13846117
"Arg_C6.N4",110.57273554,6.36874874,0.33066373,110.38364932,55.47545398,114.80217915,116.98785386
