"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26"
"Orn_1.1",2438006.8140723,6647457.92748249,3003212.6031439,78211.63638627,79041.53685671,123875.27739827,1420704.00540381,4330418.20419657,3653588.38716456,290335.41043423,116931.48147961,133684.77716235,2702010.69487866,5889577.96599124,2477736.83890511,6813643.60054962,61481.41986568,132514.08466376,300411.95597973,5788792.20255924,164436.31510645,146205.40300164,1286216.50179603,2641061.63682262,4711401.26837198,1686249.75533503
"Orn_2.2",89567.126941,357581.64024094,5644.18252743,60780.93207824,78916.73379021,86133.99877527,124731.31330601,208695.89473885,295920.45709021,230393.44350911,79539.45259178,83875.31611731,98862.83962367,170444.6427396,164810.1230418,298991.38344863,36554.57844872,72275.73623469,125452.04789455,256369.59140867,101606.45823685,95584.35116141,137128.97865131,151026.01796343,147747.04191241,234513.97464174
"Orn_3.3",0,0,8496.56562308,112951.2671309,106930.61182297,161005.46723758,59243.17846367,170222.98837914,487871.97158938,590067.27253578,217484.3014367,231173.84306388,84507.95723108,210140.16465464,128587.6735176,621648.41686302,48403.77841982,168505.79779403,251230.52565277,0,299474.62673616,156808.94117529,282847.71563839,193704.98166453,288193.00211847,616259.12950646
"Orn_4.4",15647.27111752,3605.36434962,10048.49639685,5446.07788654,17014.02478325,19125.3520267,2371.59832157,0,0,13714.7520771,3463.64406548,9875.20185744,14307.82135407,0,1720.30583369,0,26540.30746082,25702.19543178,15010.194144,4429.40202599,6914.96468931,64522.98589529,10097.35287532,1810.55482417,20987.14181057,0
"Orn_5.5",6015.31990096,6297.33650286,6545.9996862,371836.15567194,160449.23617846,357454.53503818,228407.09074732,661712.55761214,2176510.67581348,1196259.50308488,471809.712176,704024.15399012,360377.77136459,833741.30600429,515655.44636695,2982780.68695383,103949.01945344,388024.48115053,809205.86690102,7791.12437917,852921.43717788,309038.01808272,1285851.27210737,760991.50370605,1119307.81023627,2597385.97104995
"Pro_0.0",5664692.14694408,12138674.3273105,1664688.52451942,11344554.5493629,10729184.4613225,10710783.2983478,4231056.39188492,11558864.1084646,12250469.4497878,20544121.3404916,8391591.2713889,13272838.9603075,7849279.90418589,12368393.0930292,7467398.69944797,16872557.6457206,8187666.75563363,12351012.7610672,23888507.0249037,10462072.4351585,19262464.0566967,11419837.4474017,6599285.96794922,1236873.85294464,11674249.7811365,4276180.19669241
"Pro_1.1",13154.21088734,23030.89323126,7508.76806803,1938024.32361493,1067603.9814517,1738372.12073079,21505.93455661,197174.18857942,396855.05665919,3359970.43857638,1291849.40962423,2170336.77425602,53773.02039836,170239.5024438,90253.96639115,618565.73877368,883827.02022238,1876405.00952127,4165032.15996792,50427.24490145,4332966.16679757,1363240.14642714,192671.22173374,13654.73826151,218632.90751368,131201.13959014
"Pro_2.2",0,16651.05083857,0,1771296.44213652,653329.86239151,1224370.93570038,28844.10308771,78607.18201568,345846.29822573,2444397.63344665,952659.06414443,2075941.38767107,40707.65003704,116710.98706476,78005.96400744,506268.07948093,508658.35268221,1396328.59831595,3643421.4944755,0,3643505.40397554,753874.29624497,196921.30949515,6950.09735118,137189.9565284,132051.54460709
"Pro_3.3",0,561.14322259,0,5278049.63028026,1363742.21113853,3249286.32913641,65319.51789859,332757.89642494,1185810.64036251,6559454.74067232,2634015.71909052,6360530.97331762,96681.94054942,309661.9209397,185383.92409194,1751550.94639856,1080533.46152247,3783946.98542603,11232159.0638641,0,10492102.4657257,1719319.52578784,634912.87092216,25853.28660574,421739.26231897,458660.54656016
"Pro_4.4",2099.13681214,3313.53145965,0,9205.36296737,0,0,1276.74635993,308.71432646,5746.33439401,0,0,0,1588.61663752,0,0,0,0,0,78672.45983041,0,35312.63468815,0,0,4083.64916242,0,0
"Pro_5.5",0,426.06173433,2650.02119337,15697196.4721357,2332208.99402687,6899926.88419066,160227.894604,998008.59658572,3827567.8308989,14306129.6718639,5882365.04169686,18674363.0443683,274843.26008359,1015406.56416562,585503.79183016,6144105.45899435,1955482.34721675,8481482.19543515,31499945.8991178,74.1627026,27027209.6310375,3144888.52104983,2154567.00163977,65029.25151614,1283365.74694391,1627251.86413951
"Ser_0.0",6508876.46179867,13493230.0945974,8436002.02942651,7903268.54239137,5646892.69214165,8333975.43656543,5272870.6869285,8957664.32333755,4286101.23102652,14967385.4757437,6066156.19669704,7403551.25355671,8061874.76262825,9320906.55652696,6157003.84640482,8005279.15156493,5045683.56193375,12812991.8119031,17574487.287452,10409085.3626829,9104677.7151797,6156986.45139929,2460444.16830995,7313523.28424334,7948650.07094043,3106750.73613261
"Ser_1.1",11752.3035174,102202.53267685,74182.19500767,52416.03799217,29349.72961056,72540.06419406,10471.39118828,68346.19613521,31575.91444641,105950.34027464,58340.36030011,128444.24529153,65215.18598733,35545.07644489,45165.67065227,55165.90377555,49510.99056421,90460.90553829,208621.62697128,76039.65138435,112064.83224208,48775.62684597,27638.32987986,58879.1160921,48531.43231157,32084.17531846
"Ser_2.2",0,0,0,3605.48094694,9576.07037784,1746.83957724,0,0,0,2849.28348633,0,10590.94012197,0,3765.46467342,0,0,2445.54240382,5389.80334936,8350.81320412,0,10210.50459475,1198.92932862,257.32395877,0,0,0
"Ser_3.3",0,0,0,3989.78387321,147508.85939472,1058.50092924,941.28281214,866.84232377,841.56744908,3017.35129652,1295.0187598,0,1150.56178045,1546.68115192,1571.85008401,2739.95107072,601.70596018,0,45.73220995,210.60263774,0,0,1691.51528073,77.2916913,1011.91013644,0
